date,edit_count,unique_editors,avg_size_change,total_size_change,topic
2010-11-20,1,1,0.0,0.0,Ukraine
2010-11-21,3,2,-148.0,-444.0,Ukraine
2010-11-22,3,3,3.0,9.0,Ukraine
2010-11-23,2,2,-26.5,-53.0,Ukraine
2010-11-26,5,4,0.6,3.0,Ukraine
2010-11-27,3,3,18.666666666666668,56.0,Ukraine
2010-11-28,2,2,-58.0,-116.0,Ukraine
2010-11-29,4,3,27.25,109.0,Ukraine
2010-11-30,5,3,-526.6,-2633.0,Ukraine
2010-12-01,8,2,-1674.25,-13394.0,Ukraine
2010-12-02,3,1,-1056.6666666666667,-3170.0,Ukraine
2010-12-03,1,1,-51.0,-51.0,Ukraine
2010-12-07,1,1,-952.0,-952.0,Ukraine
2010-12-08,1,1,285.0,285.0,Ukraine
2010-12-09,3,3,-955.3333333333334,-2866.0,Ukraine
2010-12-11,2,1,-409.5,-819.0,Ukraine
2010-12-13,4,2,-83.5,-334.0,Ukraine
2010-12-14,1,1,4.0,4.0,Ukraine
2010-12-15,2,2,-14.5,-29.0,Ukraine
2010-12-16,3,3,-1675.0,-5025.0,Ukraine
2010-12-19,12,3,-643.4166666666666,-7721.0,Ukraine
2010-12-26,1,1,3.0,3.0,Ukraine
2010-12-27,1,1,1.0,1.0,Ukraine
2010-12-28,2,1,-744.5,-1489.0,Ukraine
2010-12-30,4,1,-506.25,-2025.0,Ukraine
2011-01-01,1,1,-1.0,-1.0,Ukraine
2011-01-04,2,1,5.0,10.0,Ukraine
2011-01-06,2,2,-180.5,-361.0,Ukraine
2011-01-11,3,2,20.666666666666668,62.0,Ukraine
2011-01-12,5,3,41.6,208.0,Ukraine
2011-01-13,1,1,-175.0,-175.0,Ukraine
2011-01-14,1,1,-169.0,-169.0,Ukraine
2011-01-16,2,2,39.0,78.0,Ukraine
2011-01-17,6,3,48.5,291.0,Ukraine
2011-01-19,1,1,-193.0,-193.0,Ukraine
2011-01-21,6,2,-159.33333333333334,-956.0,Ukraine
2011-01-24,5,2,-75.4,-377.0,Ukraine
2011-01-25,19,2,-54.578947368421055,-1037.0,Ukraine
2011-01-29,1,1,10.0,10.0,Ukraine
2011-01-30,3,3,-112.66666666666667,-338.0,Ukraine
2011-02-02,4,1,212.75,851.0,Ukraine
2011-02-05,2,2,-412.0,-824.0,Ukraine
2011-02-06,1,1,6.0,6.0,Ukraine
2011-02-07,1,1,-14.0,-14.0,Ukraine
2011-02-09,1,1,-8.0,-8.0,Ukraine
2011-02-11,1,1,-15.0,-15.0,Ukraine
2011-02-12,2,2,0.0,0.0,Ukraine
2011-02-15,4,1,-9.75,-39.0,Ukraine
2011-02-20,1,1,109.0,109.0,Ukraine
2011-02-21,2,2,-54.5,-109.0,Ukraine
2011-02-22,1,1,7.0,7.0,Ukraine
2011-02-25,2,2,-3.5,-7.0,Ukraine
2011-02-27,2,2,0.0,0.0,Ukraine
2011-02-28,2,2,0.0,0.0,Ukraine
2011-03-02,2,2,-135.5,-271.0,Ukraine
2011-03-04,1,1,-3.0,-3.0,Ukraine
2011-03-11,2,2,5.5,11.0,Ukraine
2011-03-13,1,1,-3.0,-3.0,Ukraine
2011-03-20,1,1,-2.0,-2.0,Ukraine
2011-03-22,3,3,28.333333333333332,85.0,Ukraine
2011-03-23,3,3,-6.0,-18.0,Ukraine
2011-03-25,1,1,18.0,18.0,Ukraine
2011-03-26,1,1,560.0,560.0,Ukraine
2011-03-29,2,1,-8.5,-17.0,Ukraine
2011-03-31,1,1,100.0,100.0,Ukraine
2011-04-02,3,3,-102.66666666666667,-308.0,Ukraine
2011-04-04,1,1,9.0,9.0,Ukraine
2011-04-10,1,1,-502.0,-502.0,Ukraine
2011-04-13,3,2,167.33333333333334,502.0,Ukraine
2011-04-14,2,2,-8.0,-16.0,Ukraine
2011-04-18,1,1,-156.0,-156.0,Ukraine
2011-04-19,1,1,-239.0,-239.0,Ukraine
2011-04-22,4,1,-47.75,-191.0,Ukraine
2011-04-26,2,2,78.5,157.0,Ukraine
2011-04-27,2,2,0.5,1.0,Ukraine
2011-04-28,1,1,-437.0,-437.0,Ukraine
2011-05-01,2,1,-1147.0,-2294.0,Ukraine
2011-05-02,1,1,2.0,2.0,Ukraine
2011-05-04,4,3,-4.75,-19.0,Ukraine
2011-05-05,1,1,-103.0,-103.0,Ukraine
2011-05-09,1,1,-19.0,-19.0,Ukraine
2011-05-10,2,2,-598.5,-1197.0,Ukraine
2011-05-11,3,3,1.0,3.0,Ukraine
2011-05-12,2,2,-52.5,-105.0,Ukraine
2011-05-14,1,1,-4.0,-4.0,Ukraine
2011-05-15,4,4,1350.75,5403.0,Ukraine
2011-05-16,2,2,2.0,4.0,Ukraine
2011-05-18,1,1,-53.0,-53.0,Ukraine
2011-05-19,1,1,1.0,1.0,Ukraine
2011-05-21,1,1,-15.0,-15.0,Ukraine
2011-05-24,1,1,5.0,5.0,Ukraine
2011-05-25,1,1,13.0,13.0,Ukraine
2011-05-27,2,2,0.0,0.0,Ukraine
2011-05-29,1,1,-9.0,-9.0,Ukraine
2011-06-01,2,1,4.5,9.0,Ukraine
2011-06-03,1,1,-12.0,-12.0,Ukraine
2011-06-09,3,3,-27.666666666666668,-83.0,Ukraine
2011-06-12,1,1,-42.0,-42.0,Ukraine
2011-06-13,5,4,8.8,44.0,Ukraine
